"","food","kalescale","nd","protein","fiber","calcium","iron","magnesium","phosphorous","potassium","sodium","zinc","copper","manganese","selenium","vitc","thiamin","riboflavin","niacin","pantothenicacid","vitb6","folate","vitb12","vita","vite","vitd","vitk"
"6377","FROZEN NOVELTIES,NO SUGAR ADDED,FUDGESICLE POPS",7,1.22666854258527,0.0685714285714286,0.060952380952381,0.0961904761904762,0.0497354497354497,0.0357142857142857,0.100952380952381,0.0533333333333333,0.0404761904761905,0.0253968253968254,0.00857142857142857,0.00428571428571429,0.0394557823129252,0.0111111111111111,0.0279365079365079,0.100840336134454,0.00528571428571429,NA,0.02,0.0119047619047619,0.0603174603174603,0.00476190476190476,0.0136054421768707,0,0.0428571428571429
"6616","FAST FOODS,ENG MUFFIN,W/CHS&SAUSAGE",7,1.22551270069863,0.0785798816568047,0.00591715976331361,0.0621301775147929,0.0516107823800132,0.0155325443786982,0.0497041420118343,0.0151310228233305,0.0823471400394477,0.0234714003944773,0.0372781065088757,0.0420118343195266,0.106931530008453,0,0.0948717948717949,0.0342847198050818,0.0623816568047337,0.0205917159763314,0.0127218934911243,0.0377218934911243,0.0389546351084813,0.0129585798816568,0.00817131586362355,0.0125739644970414,0.00813609467455621
"6655","FAST FOODS,CHIMICHANGA,W/BF&CHS",7,1.2248981508818,0.0905785123966942,NA,0.0537190082644628,0.0482093663911846,0.0340909090909091,0.0421487603305785,0.0131050767414404,0.0900482093663912,0.0506887052341598,0.0396694214876033,0.0551652892561984,0.0743801652892562,0.0103305785123967,0.0578512396694215,0.114244044725328,0.0526859504132231,0.040495867768595,0.0247933884297521,0.0516528925619835,0.0488980716253443,0.0243801652892562,NA,NA,NA
"1648","PORK SAUSAGE,LINK/PATTY,UNPREP",7,1.22486687280071,0.107108013937282,0,0.00278745644599303,0.0197444831591173,0.0121951219512195,0.0463414634146341,0.030562468889995,0.107433217189315,0.0464576074332172,0.0101045296167247,0.00331010452961672,0.0886012941762071,0,0.051335656213705,0.03012912482066,0.093780487804878,0.0236933797909408,0.0301393728222997,0.00174216027874564,0.0534262485481998,0.00641114982578397,0.0159283225485316,0.0496515679442509,0
"2265","FRUIT SALAD,CND,LT SYRUP,SOL&LIQUIDS",7,1.22446112868013,0.0117241379310345,0.0689655172413793,0.0120689655172414,0.0277777777777778,0.021551724137931,0.0155172413793103,0.0403940886699507,0.00431034482758621,0.00804597701149425,0.0560344827586207,0.127586206896552,NA,0.0718390804597701,0.0160919540229885,0.0202839756592292,0.0314655172413793,0.00913793103448276,0.0275862068965517,0.0129310344827586,0,0.147931034482759,NA,0,NA
"1369","FRANCO-AMERICAN SLOW RST BF GRAVY",7,1.22442617250417,0.0804761904761905,0,0,0,NA,NA,NA,0.520833333333333,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2459","PEAR NECTAR,CND,W/ VIT C",7,1.22401481137286,0.00366666666666667,0.04,0.00833333333333333,0.0240740740740741,0.0125,0.005,0.00619047619047619,0.00277777777777778,0.00777777777777778,0.0558333333333333,0.025,0.0119047619047619,0.75,0.00222222222222222,0.0127450980392157,0.0106666666666667,0.00366666666666667,0.0116666666666667,0.00416666666666667,0,0.000333333333333333,NA,0,NA
"3162","POTATOES,FRENCH FR,ALL TYPES,SALT ADDED IN PROC,FRZ,OVEN HTD",7,1.22201707814897,0.0348101265822785,0.0506329113924051,0.00759493670886076,0.020042194092827,0.0379746835443038,0.0550632911392405,0.0864376130198915,0.0854430379746836,0.0147679324894515,0.0329113924050633,0.0487341772151899,0.00361663652802893,0.0907172995780591,0.0548523206751055,0.0119136262099777,0.0657278481012658,0.0293037974683544,0.0825949367088608,0.0363924050632911,0,0.000632911392405063,0.011754068716094,0,0.0585443037974684
"6697","FAST FOODS,HAM&CHS SNDWCH",7,1.22068912112962,0.117593360995851,NA,0.0369294605809129,0.0511756569847856,0.0114107883817427,0.0431535269709544,0.0235921754593954,0.0912863070539419,0.0260027662517289,0.0259336099585062,0.0197095435684647,0.0936573799644339,0.0131396957123098,0.0580912863070539,0.080546741518184,0.0381742738589212,0.0294605809128631,0.029045643153527,0.0539419087136929,0.0255878284923928,0.0181742738589212,0.00395178818415333,NA,NA
"6755","BURGER KING, CHSBRGR",7,1.22010259676503,0.101888111888112,0.0391608391608392,0.0325174825174825,0.0485625485625486,0.020979020979021,0.05,0.0177822177822178,0.0877039627039627,0.0559440559440559,0.0192307692307692,0.0506993006993007,0.121878121878122,0.00116550116550117,0.0706293706293706,0.0493624023035788,0.0594405594405594,0.00804195804195804,0.0157342657342657,NA,NA,NA,0.00166500166500167,NA,0.0249125874125874
"7005","CAMPBELL'S,SPAGHETTIOS,MINI BF RAVIOLI IN MEAT SAU",7,1.21600373464834,0.0858585858585859,0.0767676767676768,0.0151515151515152,0.0387205387205387,NA,NA,NA,0.172138047138047,NA,NA,NA,NA,0.00841750841750842,0.0390572390572391,0.0392156862745098,0.077979797979798,NA,NA,0.0580808080808081,NA,0.038989898989899,NA,0,NA
"901","CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,FRIED,FLR",7,1.2158224482758,0.162679127725857,0.00124610591900312,0.00467289719626168,0.0216337833160263,0.014797507788162,0.0467289719626168,0.0157543391188251,0.00999480789200415,0.036552440290758,0.00950155763239875,0.0043613707165109,0.0947930574098798,0,0.0120456905503634,0.0251053692505039,0.104314641744548,0.0272274143302181,0.0638629283489097,0.00467289719626168,0.0145379023883697,0.00778816199376947,NA,NA,NA
"7068","RICE & VERMICELLI MIX,CHICK FLAVOR,PREP W/ 80% MARGARINE",7,1.21566657278352,0.0389705882352941,0.0205882352941177,0.00514705882352941,0.0388071895424837,0.0183823529411765,0.0264705882352941,0.0121848739495798,0.115502450980392,0.0225490196078431,0.0213235294117647,0.115808823529412,0.0997899159663866,NA,0.0735294117647059,0.0116782006920415,0.0523161764705882,0.0117647058823529,0.0183823529411765,NA,NA,0.0204411764705882,0.00945378151260504,NA,NA
"6266","PUDDINGS,LEMON,DRY MIX,INST,PREP W/ WHL MILK",7,1.21490254366448,0.0469565217391304,0,0.0860869565217391,0.00289855072463768,0.0239130434782609,0.178260869565217,0.0315527950310559,0.0967391304347826,0.0185507246376812,0.00478260869565217,0.00130434782608696,0.022360248447205,0.0115942028985507,0.0185507246376812,0.0690537084398977,0.00304347826086957,0.0227826086956522,0.0152173913043478,0.00869565217391304,0.0434782608695652,0.0182608695652174,NA,NA,NA
"1444","CAMPBELL'S CHUNKY SOUPS,ROADHOUSE - BF BEAN CHILI",7,1.21485502884122,0.128842105263158,0.101052631578947,0.0168421052631579,0.0426900584795322,NA,NA,NA,0.157456140350877,NA,NA,NA,NA,0.0087719298245614,NA,NA,NA,NA,NA,NA,NA,0.0429473684210526,NA,NA,NA
"6564","NOODLES,EGG,CKD,UNENR,WO/ SALT",7,1.21408349691236,0.0657971014492754,0.0347826086956522,0.00869565217391304,0.0241545893719807,0.0380434782608696,0.0550724637681159,0.00786749482401656,0.00150966183574879,0.0314009661835749,0.0355072463768116,0.114130434782609,0.247412008281574,0,0.0144927536231884,0.00852514919011083,0.0144927536231884,0.0190579710144928,0.0166666666666667,0.0126811594202899,0.0108695652173913,0.00304347826086957,0.00586611456176674,0.0072463768115942,0
"6579","NOODLES,EGG,CKD,UNENR,W/ SALT",7,1.21408349691236,0.0657971014492754,0.0347826086956522,0.00869565217391304,0.0241545893719807,0.0380434782608696,0.0550724637681159,0.00786749482401656,0.0498188405797101,0.0314009661835749,0.0355072463768116,0.114130434782609,0.247412008281574,0,0.0144927536231884,0.00852514919011083,0.0144927536231884,0.0190579710144928,0.0166666666666667,0.0126811594202899,0.0108695652173913,0.00304347826086957,0.00586611456176674,NA,0
"737","SALAD DRSNG,MAYO,LT",7,1.21308464376349,0.00310924369747899,0,0.00252100840336134,0.00326797385620915,0.00210084033613445,0.00630252100840336,0.00372148859543818,0.144782913165266,0.00196078431372549,0.00399159663865546,0.00147058823529412,0.0156062424969988,0,0.00224089635854342,0,0.000210084033613445,0.00243697478991597,0.000420168067226891,0.00420168067226891,0,0.00588235294117647,0.0438175270108043,0,0.28203781512605
"6002","KELLOGG'S,EGGO,BISCUIT SCRAMBLERS,EGG & CHS",7,1.21188895759363,0.0692913385826772,0.0362204724409449,0.0523622047244095,0.0590551181102362,0.0137795275590551,0.0854330708661417,0.0263217097862767,0.0956364829396326,0.0131233595800525,NA,NA,NA,NA,0.078740157480315,0.062528948587309,0.047244094488189,NA,0.00590551181102362,0.0738188976377953,0.00656167979002625,NA,0,0,NA
"6694","FAST FOODS,HAMBURGER; SINGLE,LRG PATTY; W/ CONDMNT & VEG",7,1.21179540602018,0.100851063829787,NA,0.0187234042553192,0.0534278959810875,0.0212765957446809,0.045531914893617,0.0267477203647416,0.0670212765957447,0.0635460992907801,0.0193617021276596,0.0340425531914894,0.0936170212765957,0.00851063829787234,0.0539007092198582,0.0425531914893617,0.0710638297872341,0.0140425531914894,0.0319148936170213,0.0404255319148936,0.0773049645390071,0.0121702127659574,NA,NA,NA
"2476","USDA CMDTY,MXD FRUIT (PEACH,PEARS,GRAPES),CND,LT SYRUP,DRND",7,1.21096315541838,0.016140350877193,0.112280701754386,0.0087719298245614,0.0302144249512671,0.0219298245614035,0.0210526315789474,0.0446115288220551,0.00365497076023392,0.0105263157894737,0.0657894736842105,0.0236842105263158,NA,0.064327485380117,0.0140350877192982,0.0247678018575851,0.0343859649122807,0.00719298245614035,0.0140350877192982,0.0087719298245614,NA,0.105964912280702,NA,0,0.100877192982456
"2111","CEREALS RTE,KASHI GOLEAN CRISP CINN CRUMBLE",7,1.2101365642839,0.122099447513812,0.185635359116022,0.037292817679558,0.0704419889502762,0.050414364640884,0.0629834254143646,0.040568271507498,0.0283149171270718,0.0110497237569061,NA,NA,NA,0.00460405156537753,0.0202578268876611,0.0048748781280468,0.00276243093922652,NA,NA,NA,NA,0.00121546961325967,NA,NA,NA
"1414","CAMPBELL'S CHUNKY SOUPS,FIREHOUSE - HOT SPICY BF BEAN CHILI",7,1.209988933318,0.128842105263158,0.101052631578947,0.0168421052631579,0.0426900584795322,NA,NA,NA,0.155701754385965,NA,NA,NA,NA,0.0087719298245614,NA,NA,NA,NA,NA,NA,NA,0.0429473684210526,NA,NA,NA
"5493","LAMB,NZ,IMP,SQUARE-CUT SHLDR CHOPS,LN & FAT,CKD,BRSD",7,1.20960794756702,0.16639751552795,0,0.0105590062111801,0.0300207039337474,0.015527950310559,0.0503105590062112,0.0183673469387755,0.00737577639751553,0.110766045548654,0.0192546583850932,0.0015527950310559,0.0448092280390417,0,0.00952380952380952,0.0347095359883084,0.0415217391304348,0.016055900621118,0.0158385093167702,NA,0.109213250517598,0.00304347826086956,0.0102040816326531,0.00543478260869565,NA
"3720","WALNUTS,ENGLISH",7,1.20898889221043,0.0465749235474006,0.0409785932721713,0.0149847094801223,0.0247196738022426,0.0603975535168196,0.0529051987767584,0.0192660550458716,0.000127420998980632,0.0314984709480122,0.121253822629969,0.261009174311927,0.0107033639143731,0.00331294597349643,0.0347604485219164,0.0134916351861846,0.00860091743119266,0.00871559633027523,0.0410550458715596,0.0374617737003058,0,0.000611620795107034,0.00509683995922528,0,0.0051605504587156
"2465","PEARS,RAW,BOSC",7,1.20841291753871,0.0107462686567164,0.185074626865672,0.0149253731343284,0.0124378109452736,0.0261194029850746,0.0208955223880597,0.0520255863539446,0.000621890547263682,0.0129353233830846,0.0776119402985075,0.0350746268656716,0,0.0696517412935323,0.0119402985074627,0.0201931518876207,0.0113432835820896,0.00850746268656716,0.0156716417910448,0.0261194029850746,NA,0.00567164179104478,0.00852878464818763,NA,0.0970149253731343
"6681","FAST FOODS,CHSBURGER; SINGLE,LRG PATTY; W/ CONDMNT,VEG & HAM",7,1.20806864496384,0.108741258741259,NA,0.0416083916083916,0.0384615384615385,0.0174825174825175,0.0730769230769231,0.0211788211788212,0.0981934731934732,0.0608391608391608,0.016958041958042,0.0256993006993007,0.0639360639360639,0.0168997668997669,0.048951048951049,0.0452488687782805,0.0631118881118881,0.0143356643356643,0.0262237762237762,0.0270979020979021,0.0658508158508158,0.0139160839160839,NA,NA,NA
"4024","BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",7,1.20718958207937,0.112756756756757,0,0.0027027027027027,0.0318318318318318,0.0121621621621622,0.0472972972972973,0.0229343629343629,0.00709459459459459,0.087027027027027,0.0102702702702703,0.00175675675675676,0.0810810810810811,0,0.0126126126126126,0.0254372019077901,0.0364864864864865,0.00918918918918919,0.0310810810810811,0.00337837837837838,0.126576576576577,0,NA,NA,NA
"633","OIL,WHEAT GERM",7,1.20670903339637,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0.804783451842275,0,0.0349264705882353
"8204","TAMALES (NAVAJO)",7,1.2066627935149,0.0820915032679739,0.0810457516339869,0.0189542483660131,0.0442992011619463,0.0359477124183007,0.0647058823529412,0.0244631185807656,0.116285403050109,0.0644880174291939,0.0205882352941176,0.0568627450980392,0.0560224089635854,0.0185185185185185,0.0217864923747277,0.0307574009996155,0.0519607843137255,0.0133986928104575,0.0467320261437908,0.0245098039215686,0.0588235294117647,0,0,NA,NA
"1375","CAMPBELL'S,CRM OF CHICK SOUP,COND",7,1.20620273793613,0.0341747572815534,0.159223300970874,0.012621359223301,0.0145631067961165,0.00970873786407767,0.0271844660194175,0.0135922330097087,0.252427184466019,0.00906148867313916,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.038252427184466,NA,NA,NA
"6106","PUDDINGS,BANANA,DRY MIX,REG,PREP W/ 2% MILK",7,1.20473854524305,0.0574257425742574,0,0.107920792079208,0.00275027502750275,0.0321782178217822,0.0821782178217822,0.0387553041018388,0.0676567656765677,0.0231023102310231,0.00495049504950495,0.00198019801980198,0.0297029702970297,0.0115511551155116,0.0204620462046205,0.0838672102504368,0.00371287128712871,0.0275247524752475,0.0168316831683168,0.0099009900990099,0.0412541254125413,0.0352475247524753,NA,0.0866336633663366,NA
"3711","PECANS",7,1.20432546250786,0.0265412445730825,0.0555716353111433,0.0101302460202605,0.0203408908184596,0.0437771345875543,0.0400868306801737,0.0169526566053339,0,0.0437047756874096,0.0868306801736614,0.32561505065123,0.00785610915856936,0.00265315967197299,0.0636758321273517,0.011066655316251,0.00844428364688857,0.0124891461649783,0.0151953690303907,0.00795947901591896,0,0.00162083936324168,0.00964785335262904,0,0.00633140376266281
"2279","GRAPEFRUIT,SECTIONS,CND,LT SYRUP PK,SOL&LIQUIDS",7,1.20390019472297,0.0186666666666667,0.0266666666666667,0.0233333333333333,0.037037037037037,0.0416666666666667,0.0166666666666667,0.0614285714285714,0.00138888888888889,0.00888888888888889,0.055,0.00583333333333333,0.0214285714285714,0.591666666666667,0.0422222222222222,0.0196078431372549,0.02025,0.02,0.0166666666666667,0.0375,0,0,0.00714285714285714,0,0
"1380","CAMPBELL'S,CRM OF POTATO SOUP,COND",7,1.20211538490731,0.0425352112676056,0.0732394366197183,0.023943661971831,0.02660406885759,0.0457746478873239,0.0577464788732394,0.0663983903420523,0.354460093896714,0.0140845070422535,NA,NA,NA,0.00469483568075117,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"8163","FISH,SALMON,KING,CHINOOK,SMOKED,BRINED (ALASKA NATIVE)",7,1.20156306490269,0.185581395348837,0,0.00534883720930232,0.0581395348837209,NA,NA,0.0465116279069767,0.0671511627906977,NA,NA,NA,NA,NA,0.00930232558139535,0.0383036935704514,0.137209302325581,NA,NA,NA,NA,0.0245116279069767,NA,NA,NA
"5750","PANCAKES,PLN,PREP FROM RECIPE",7,1.19978388192459,0.0563876651982379,NA,0.0964757709251101,0.0440528634361233,0.0176211453744493,0.0700440528634361,0.0166142227816237,0.0805800293685756,0.0164464023494861,0.0107929515418502,0.0440528634361234,0.0937696664568911,0.00220264317180617,0.0590308370044053,0.0728167919150039,0.0345154185022026,0.01784140969163,0.0101321585903084,0.0418502202643172,0.0161527165932452,0.0172687224669604,NA,NA,NA
"6182","PUDDINGS,VANILLA,DRY MIX,REG,PREP W/ 2% MILK",7,1.19922877526452,0.0582178217821782,0,0.106930693069307,0.0033003300330033,0.0297029702970297,0.0821782178217822,0.0387553041018388,0.0655940594059406,0.0224422442244224,0.00643564356435644,0.00198019801980198,0.0297029702970297,0.0115511551155116,0.0204620462046205,0.0850320326150262,0.00371287128712871,0.0275247524752475,0.0168316831683168,0.0099009900990099,0.0412541254125413,0.0316831683168317,NA,0.0866336633663366,NA
"4025","BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",7,1.1981389264913,0.119047619047619,0,0.00264550264550265,0.033803644914756,0.0125661375661376,0.0447089947089947,0.0216175359032502,0.00694444444444444,0.099647266313933,0.0115079365079365,0.00171957671957672,0.0816326530612245,0,0.0123456790123457,0.0280112044817927,0.0474867724867725,0.00952380952380952,0.0291005291005291,0.00462962962962963,0.101851851851852,0,NA,NA,NA
"6941","FAST FD,PIZZA CHAIN,14"" PIZZA,SAUSAGE TOPPING,THIN CRUST",7,1.19704842888435,0.0832398753894081,0.0311526479750779,0.0663551401869159,0.0299411561093804,0.0194704049844237,0.0791277258566978,0.0200267022696929,0.101505711318795,0.0313603322949117,0.0163551401869159,0.0468847352024922,0.0827770360480641,0.0109034267912773,0.0467289719626168,0.0274876305662452,0.0476635514018692,NA,0.0116822429906542,0.0669781931464174,0.0301142263759086,0.0267289719626168,0.0192849725560006,0,0.0373831775700935
"7726","SAUCE,TARTAR,RTS",7,1.1967502223911,0.00947867298578199,0.00947867298578199,0.0123222748815166,0.00658241179568194,0.00710900473933649,0.00805687203791469,0.00920785375761679,0.131714060031596,0.0037914691943128,0.00545023696682464,0.0253554502369668,0.00609343263371699,0.0181674565560821,0.00505529225908373,0.00808475048787288,0.00220379146919431,0.00345971563981043,0.0104265402843602,0.00592417061611374,0.00157977883096367,0.0156398104265403,0.037914691943128,0.0023696682464455,0.298578199052133
"1379","CAMPBELL'S RED & WHITE,CRM OF ONION SOUP,COND",7,1.19670965953389,0.02,0.118518518518519,0,0,NA,NA,0.0169312169312169,0.33179012345679,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.0397530864197531,NA,NA,NA
"6678","FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; PLN",7,1.19613325065897,0.111548387096774,0.0219354838709677,0.0367741935483871,0.0460573476702509,0.0193548387096774,0.0525806451612903,0.0193548387096774,0.0646505376344086,0.06,0.0156451612903226,0.0417741935483871,0.0903225806451613,0,0.0559139784946237,0.0669829222011385,0.0741451612903226,0.0185483870967742,0.0361290322580645,0.05,0.0537634408602151,0.017741935483871,0.00798771121351767,0.00161290322580645,0.0185483870967742
"2424","RHUBARB,FRZ,CKD,W/SUGAR",7,1.19536647684386,0.00672413793103448,0.0689655172413793,0.125,0.0100574712643678,0.0258620689655172,0.00689655172413793,0.0236453201970443,0.000359195402298851,0.00459770114942529,0.0116379310344828,0.0314655172413793,0.0110837438423645,0.0474137931034483,0.0103448275862069,0.0116632860040568,0.00862068965517241,0.00431034482758621,0.00862068965517241,0.0107758620689655,0,0.0125862068965517,0.00779967159277504,0,0.227370689655172
"8241","CORNED BF & POTATOES IN TORTILLA (APACHE)",7,1.19528643023681,0.070625,0.0267857142857143,0.0120535714285714,0.0446428571428571,0.0245535714285714,0.0366071428571429,0.0350765306122449,0.0950520833333333,0.0261904761904762,0.0147321428571429,0.0691964285714286,0.0720663265306122,NA,0.0824404761904762,0.0354516806722689,0.0568080357142857,NA,0.0477678571428571,0.078125,0.0171130952380952,NA,0.00425170068027211,NA,0.0172991071428571
"1642","PEPPERONI,PORK,BEEF",7,1.19528065310695,0.0927125506072874,0,0.00445344129554656,0.0182186234817814,0.0106275303643725,0.03582995951417,0.0161364950838635,0.148532388663968,0.0337381916329285,0.011336032388664,0.0602226720647773,0.101214574898785,0.00236167341430499,0.0479082321187584,0.0376280066682543,0.0469635627530364,0.0239473684210526,0.0357287449392713,0.00253036437246964,0.0583670715249663,0,0,0.00455465587044534,0.0146761133603239
"1792","FRANKFURTER  MEAT  HTD",7,1.19509159207804,0.0702877697841727,0,0.0356115107913669,0.0243804956035172,0.0134892086330935,0.0758992805755396,0.0144912641315519,0.151828537170264,0.0258992805755396,0.027158273381295,0.0091726618705036,0.0642343268242549,0,0.013189448441247,0.0253914515446466,0.0477338129496403,0.0111151079136691,0.0296762589928058,0.00539568345323741,0.0941247002398082,0,0.00308324768756423,NA,NA
"8571","FROZEN NOVELTIES,JUC TYPE,JUC W/ CRM",7,1.19227264153596,0.0245217391304348,0.00347826086956522,0.122608695652174,0.0135265700483092,0.0195652173913043,0.0356521739130435,0.0298136645962733,0.0152173913043478,0.0156521739130435,0.00565217391304348,0.0256521739130435,0.00993788819875776,0.307246376811594,0.0144927536231884,0.0516624040920716,0.00656521739130435,0.0169565217391304,0.0126086956521739,0.0239130434782609,0.0202898550724638,0.0252173913043478,0.00248447204968944,0,0.00217391304347826
"5039","MORNINGSTAR FARMS GRILLERS PRIME,FRZ,UNPREP",7,1.191595397864,0.201680672268908,0.0436974789915966,0.0243697478991597,0.065359477124183,NA,NA,0.026890756302521,0.0877100840336135,0.0336134453781513,NA,NA,NA,0,0.0840336134453781,0.0494315373208107,NA,NA,NA,NA,NA,0,NA,NA,NA
"3581","POTATOES,MSHD,HOME-PREPARED,WHL MILK & BUTTER ADDED",7,1.19031610141533,0.0329203539823009,0.0530973451327434,0.0212389380530973,0.0127826941986234,0.0398230088495575,0.0398230088495575,0.0718078381795196,0.11688790560472,0.015929203539823,0.0610619469026549,0.0504424778761062,0.0101137800252845,0.0884955752212389,0.0507374631268437,0.0213430504945341,0.0474336283185841,0.0414159292035398,0.0982300884955752,0.0176991150442478,0.0103244837758112,0.0244247787610619,0.00505689001264222,0.0221238938053097,0.0221238938053097
"1777","BEERWURST  PORK & BF",7,1.18966405006968,0.101449275362319,0.0130434782608696,0.00978260869565217,0.0348228663446055,0.0172101449275362,0.0489130434782609,0.0252587991718427,0.110507246376812,0.0533816425120773,0.0186594202898551,0.0280797101449275,0.0900621118012422,0.0036231884057971,0.0594202898550725,0.0368712702472293,0.0538949275362319,0.0107608695652174,0.0416666666666667,0.00452898550724638,0.070048309178744,0.00072463768115942,NA,NA,0.0072463768115942
"8188","CORNMEAL,BLUE (NAVAJO)",7,1.18798293978437,0.0522613065326633,0.0874371859296482,0.00125628140703518,0.0406197654941374,0.0835427135678392,0.0889447236180904,0.0282124910265614,0.000732830820770519,0.0487437185929648,0.0273869346733668,0.0952261306532663,0.0423546302943288,0,0.0477386934673367,0.015814365947384,0.0253768844221106,0.00886934673366834,0.0744974874371859,0.0364321608040201,NA,NA,0.0087341469251017,NA,0
"6166","PUDDINGS,CHOC,DRY MIX,REG,PREP W/ 2% MILK",7,1.18727877867665,0.0590990990990991,0.0288288288288288,0.100900900900901,0.017017017017017,0.0472972972972973,0.0846846846846847,0.0401544401544402,0.0382882882882883,0.0342342342342342,0.0427927927927928,0.0477477477477477,0.0347490347490347,0.0015015015015015,0.0198198198198198,0.0906200317965024,0.00612612612612613,0.0279279279279279,0.0144144144144144,0.00900900900900901,0.0555555555555556,0.0293693693693694,0.00128700128700129,0.0945945945945946,0.00225225225225225
"5058","MORNINGSTAR FARMS VEGGIE ITALIAN STYLE SAUSAGE,FRZ,UNPREP",7,1.18663566807311,0.18716577540107,0.0427807486631016,0.020855614973262,0.0505050505050505,0.0280748663101604,0.0518716577540107,0.0296409472880061,0.122326203208556,0.035650623885918,NA,NA,NA,0.0089126559714795,0.0606060606060606,0.0660585089650834,0.0184491978609626,NA,0.0267379679144385,0.0320855614973262,0,0.00181818181818182,NA,NA,NA
"5536","BREAD,CORNBREAD,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",7,1.18656244341854,0.0503759398496241,NA,0.093609022556391,0.0522138680033417,0.0234962406015038,0.0635338345864662,0.0157894736842105,0.103070175438596,0.0150375939849624,0.00958646616541353,0.0221804511278195,0.0542427497314715,0.0018796992481203,0.0729323308270677,0.065015479876161,0.0423684210526316,0.0127443609022556,0.0212406015037594,0.0723684210526316,0.0093984962406015,0.0208270676691729,NA,NA,NA
"6448","MILLET,COOKED",7,1.18591524497533,0.0589915966386555,0.0436974789915966,0.00252100840336134,0.0294117647058824,0.092436974789916,0.0840336134453782,0.0148859543817527,0.000700280112044818,0.0509803921568628,0.0676470588235294,0.114285714285714,0.0108043217286915,0,0.0593837535014006,0.0405338606030648,0.0558823529411765,0.0143697478991597,0.0453781512605042,0.0399159663865546,0,0.000504201680672269,0.00080032012805122,0,0.00315126050420168
"2436","TAMARINDS,RAW",7,1.18564811260603,0.0234309623430962,0.0853556485355648,0.0309623430962343,0.0650860065086006,0.096234309623431,0.0472803347280335,0.0750747160789002,0.00488145048814505,0.00278940027894003,0.0179916317991632,NA,0.00777047220561865,0.0244072524407252,0.119386331938633,0.0374107802116663,0.0405439330543933,0.00598326359832636,0.0138075313807531,0.0146443514644351,0,0.00251046025104603,0.00199242877067145,0,0.0146443514644351
"6664","FAST FOODS,TACO W/ BF,CHS & LETTUCE,HARD SHELL",7,1.18562066230473,0.0784070796460177,0.0690265486725664,0.0393805309734513,0.0292527040314651,0.0353982300884956,0.0787610619469027,0.0264222503160556,0.073193215339233,0.051622418879056,0.0170353982300885,0.0550884955752212,0.0581542351453856,0.00294985250737463,0.0147492625368732,0.0156168662155128,0.0365044247787611,NA,0.0199115044247788,0.0210176991150442,0.0685840707964602,0.0115929203539823,0.0126422250316056,0.00442477876106195,0.0846238938053097
"886","CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD SIMMRD",7,1.18536689895757,0.158785425101215,0,0.0109311740890688,0.051731893837157,0.0131578947368421,0.0493927125506073,0.0124927703875072,0.0087719298245614,0.0734143049932524,0.0196356275303644,0.00931174089068826,0.100057836899942,0,0.0107962213225371,0.059061681352703,0.0671862348178138,0.0212550607287449,0.0202429149797571,0.00303643724696356,0.00944669365721997,0.0130364372469636,0.00520532099479468,0.00607287449392712,0.0197368421052632
"5731","HUSH PUPPIES,PREP FROM RECIPE",7,1.18512539747798,0.0456973293768546,0.0332344213649852,0.0824925816023739,0.0501153972964062,0.0178041543026706,0.0560830860534125,0.0122085629504027,0.0825914935707221,0.0130563798219585,0.00979228486646884,0.0326409495548961,0.0669775328529038,0.000989119683481701,0.0696340257171118,0.0579507767498691,0.0412759643916914,0.010593471810089,0.01513353115727,0.0660237388724036,0.00939663699307616,0.0110385756676558,0.0178041543026706,0,0.0875370919881306
"716","MARGARINE-LIKE,VEG OIL SPRD,60% FAT,STK,W/ SALT",7,1.18416484915202,0.000446927374301676,0,0.00391061452513967,0,0.000931098696461825,0.00297951582867784,0.00159616919393456,0.060909373060211,0,0.00074487895716946,0,0,0.000310366232153942,0.000869025450031037,0.00284806660094205,0.000148975791433892,0.00109869646182495,0.000558659217877095,0.000465549348230912,0.00217256362507759,0.132998137802607,0.0443380331648488,0,0.235800744878957
"8388","PECTIN,LIQUID",7,1.18391659656764,0,0.763636363636364,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
"313","BABYFOOD,DINNER,VEG&DUMPLINGS&BF,STR",7,1.18293936167843,0.0833333333333333,NA,0.0291666666666667,0.0451388888888889,0.03125,0.0583333333333333,0.0273809523809524,0.0425347222222222,0.0555555555555556,0.0302083333333333,NA,0.0625,0.0277777777777778,0.0680555555555556,0.0490196078431373,0.0597916666666667,0.0433333333333333,0.0489583333333333,0.0364583333333333,0.03125,0.173333333333333,0.0238095238095238,NA,NA
